normalize_svd,normalize_proj,S_items,core_f1,ext_f1,core_P@10,ext_P@10,core_Hit@10
True,True,168,0.24,0.3076923076923077,0.7,0.7,1
True,False,171,0.23645320197044334,0.30331753554502366,0.7,0.7,1
False,True,171,0.23645320197044334,0.30331753554502366,0.7,0.7,1
False,False,171,0.23645320197044334,0.30331753554502366,0.7,0.7,1
